species	SYN001.A0101	SYN002.A0101	SYN003.A0101	SYN015.B0101	SYN015.D0101	SYN015.E0101	SYN017.A0101	SYN017.B0101	SYN018.C0101	SYN005.I0101	SYN006.I0101	SYN008.I0101	SYN009.I0101	SYN015.I0101	SYN018.I0101	SYN019.I0101	SYN022.I0101	SYN023.I0101	SYN025.I0101	SYN028.I0101
Tumebacillus avium	0	0	0	0	0	0	0	0	0	0	0	152	0	0	100	0	0	0	0	117
Sporolactobacillus terrae	0	0	0	0	0	0	0	0	0	0	0	144	0	0	98	0	0	0	95	108
Pectinatus frisingensis	0	0	0	0	0	0	0	0	0	0	0	100	0	0	255	0	0	0	0	111
Acidaminococcus intestini	0	0	0	0	46	53	0	0	0	0	0	151	0	0	244	81	0	0	0	0
Clostridium sp. CT4	0	0	0	0	0	0	0	0	0	0	0	86	0	0	136	0	0	0	0	0
Clostridium fermenticellae	0	0	0	0	0	0	0	0	0	0	0	145	0	0	175	0	0	67	0	0
Clostridium taeniosporum	0	0	0	0	0	0	0	0	0	0	0	143	0	0	97	0	0	0	120	0
Sarcina sp. JB2	0	0	0	192	49	0	0	0	108	0	0	183	0	0	187	84	0	0	132	0
Dehalobacterium formicoaceticum	0	0	0	0	0	0	0	0	0	0	0	87	0	77	0	0	0	113	0	0
Thermincola potens	0	0	0	0	0	0	0	0	0	0	0	81	0	0	138	0	0	0	0	0
Petrocella atlantisensis	0	0	0	103	111	67	0	0	0	0	0	140	0	89	0	0	0	103	0	129
Caldicellulosiruptor hydrothermalis	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Caldicellulosiruptor changbaiensis	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0
Carboxydothermus hydrogenoformans	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0
Acetohalobium arabaticum	0	0	0	0	0	0	0	0	0	0	0	102	0	0	129	0	0	0	0	0
Thermosediminibacter oceani	0	0	0	0	83	75	0	0	0	0	0	148	100	92	137	0	0	89	0	0
Arthrobacter sp. YN	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	83	0	0	0	0
Actinomyces sp. zg-332	0	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	70	0	0
Corynebacterium pseudotuberculosis	0	0	0	0	0	0	0	0	0	0	0	104	99	0	0	79	0	0	0	0
Spiroplasma sp. TIUS-1	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Spiroplasma monobiae	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	0	0	0	0	0
Spiroplasma poulsonii	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0
Mesoplasma lactucae	0	0	0	0	45	0	0	0	0	0	0	112	0	0	0	0	0	122	0	0
Entomoplasma somnilux	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	117	0	0
Mycoplasma yeatsii	0	0	0	0	0	0	0	0	0	0	0	91	0	0	84	0	0	81	0	0
Mycoplasma iowae	0	0	0	0	0	0	0	0	0	0	0	87	0	0	110	0	0	0	0	0
Mycoplasma gallopavonis	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Acholeplasma hippikon	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	77	0	0
Acholeplasma laidlawii	0	0	0	0	0	0	94	0	0	0	0	141	0	0	124	0	0	88	107	0
Candidatus Izimaplasma sp. HR1	0	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0
Nodularia spumigena	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	85	0	0
Fischerella sp. NIES-3754	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	123	0	0
Pseudanabaena sp. ABRG5-3	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Anaerolinea thermophila	0	0	0	0	116	57	0	0	0	0	0	144	0	0	0	0	0	0	0	0
Flavobacterium gilvum	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Flavobacterium kingsejongi	0	0	0	0	61	28	0	0	0	0	0	155	0	0	0	0	0	0	0	0
Dokdonia sp. Dokd-P16	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Polaribacter sp. KT25b	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Muricauda ruestringensis	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0
Nonlabens sp. Ci31	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0
Aequorivita sublithincola	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Lacinutrix sp. Bg11-31	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0
Mariniflexile sp. TRM1-10	0	0	0	0	54	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Algibacter sp. L3A6	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0
Chryseobacterium sp. T16E-39	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
Chryseobacterium sp. POL2	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Chitinophaga sp. MD30	0	0	0	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0
Flavisolibacter tropicus	0	0	0	0	83	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0
Pedobacter sp. SW-16	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0
Pseudomonas sp. BJP69	0	0	0	0	0	0	0	0	0	0	0	5029	0	0	0	0	0	0	116	0
Pseudomonas sp. 14181154	0	0	0	0	0	0	0	0	0	0	0	801	0	0	0	0	0	0	0	0
Pseudomonas mandelii	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0
Acinetobacter sp. WCHAc010052	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0
Actinobacillus delphinicola	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0
Pasteurella skyensis	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
Salmonella bongori	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
Providencia sneebia	0	0	0	0	48	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0
Pantoea sp. CCBC3-3-1	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0
Pantoea agglomerans	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Buchnera aphidicola	0	0	0	161	0	0	0	0	93	0	0	124	0	0	233	114	0	117	203	114
Pectobacterium carotovorum	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
Shewanella sp. MR-7	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0
Shewanella putrefaciens	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0
Shewanella benthica	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0
Shewanella sediminis	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
Shewanella violacea	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	0	0	0	0
Shewanella maritima	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Shewanella halifaxensis	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0
Marinobacter fonticola	0	0	0	0	0	0	0	0	0	0	0	125	80	0	0	0	89	0	0	0
Psychrosphaera aestuarii	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Colwellia sp. Arc7-D	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	82	0	0
Moritella marina	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
Vibrio crassostreae	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0
Vibrio vulnificus	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Vibrio nigripulchritudo	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	92	0	0	0	0
Marinomonas sp. MWYL1	0	0	0	0	55	0	0	0	0	0	0	209	0	0	0	0	0	198	0	0
Francisella tularensis	0	0	0	0	54	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Francisella philomiragia	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Candidatus Nitrosacidococcus tergens	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Polynucleobacter sp. LimPoW16	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Achromobacter pestifer	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	102
Algicoccus marinus	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	0
Pusillimonas sp. T7-7	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Janthinobacterium sp. 17J80-10	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0
Janthinobacterium sp. B9-8	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Methylotenera versatilis	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
Bartonella apis	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0
Bartonella sp. HY038	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	109	0	0
Labrenzia sp. VG12	0	0	0	0	0	0	0	0	0	0	0	89	0	0	181	0	0	0	0	0
Sphingorhabdus sp. JK6	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0
Leisingera sp. NJS201	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0
Wolbachia endosymbiont of Folsomia candida	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0
Candidatus Pelagibacter ubique	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0
Campylobacter sp. RM6914	0	0	0	133	0	30	0	0	0	0	0	291	220	157	80	88	89	94	118	108
Campylobacter jejuni	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0
Malaciobacter molluscorum	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
Helicobacter felis	0	0	0	0	153	50	0	0	0	0	0	170	0	122	0	0	0	79	0	0
Nitratiruptor labii	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0
Desulfotalea psychrophila	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0
Desulfoglaeba alkanexedens	0	0	0	0	109	58	0	0	0	0	0	167	0	84	88	0	0	0	0	0
Halobacteriovorax marinus	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	98	0	0
Leptotrichia sp. oral taxon 847	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0
Fusobacterium sp. oral taxon 203	0	0	0	155	347	542	167	114	622	0	0	95	0	0	0	72	0	238	0	173
Treponema sp. RCC2812	0	0	0	0	97	0	0	0	0	0	0	348	133	101	0	104	0	95	147	0
Oceanispirochaeta crateris	0	0	0	0	49	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0
Rosistilla carotiformis	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Rhodopirellula baltica	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	89	0	0
Poriferisphaera corsica	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0
Chlamydia psittaci	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0
Fervidobacterium pennivorans	0	0	0	0	45	0	0	0	0	0	0	183	0	0	148	0	0	0	0	0
Kosmotoga pacifica	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Dissulfurispira thermophila	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0
Caldimicrobium thiodismutans	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Methanosarcina thermophila	0	0	0	0	0	0	0	0	0	0	0	155	0	0	104	0	0	0	0	0
Sulfolobus islandicus	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0
Candidatus Methanomethylophilus alvus	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	76	0	0	0	0
Lactobacillus prophage Lj771	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	0	0	0
Lactobacillus phage KC5a	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0
Lactobacillus phage phi jlb1	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	0	0
Lactobacillus phage CL2	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0
Amylolactobacillus amylophilus	0	0	0	0	0	0	111	85	0	0	0	0	84	0	0	0	0	0	97	0
Bacillus sp. KH172YL63	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	99	0	133	127
Bacillus sp. PAMC26568	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	117	0	160	136
Bacillus sp. SB49	0	0	0	0	0	0	119	97	0	0	0	0	102	0	0	0	0	0	0	0
Bacillus sp. FJAT-42376	0	0	0	0	0	0	0	0	0	0	0	0	79	0	90	0	0	0	0	0
Bacillus amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
Bacillus atrophaeus	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0
Bacillus ciccensis	0	0	0	0	0	0	0	0	0	0	0	0	192	0	102	0	109	0	184	146
Bacillus smithii	0	0	0	0	0	0	0	0	0	0	0	0	188	0	0	0	134	0	134	102
Bacillus cellulosilyticus	0	0	0	0	0	0	0	0	0	0	0	0	136	0	109	0	0	0	141	113
Bacillus weihaiensis	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0	98	0	102	0
Bacillus methanolicus	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	107	116
Bacillus glycinifermentans	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	87	0	96	105
Bacillus vietnamensis	0	0	0	0	0	0	0	0	0	0	0	0	97	0	122	0	0	0	0	0
Bacillus beveridgei	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	94	0	0	99	0
Lysinibacillus sp. FJAT-51161	0	0	0	0	0	0	0	102	0	0	0	0	133	0	0	0	101	0	119	109
Lysinibacillus varians	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0
Virgibacillus sp. SK37	0	0	0	0	0	0	0	0	0	0	0	0	136	0	102	0	102	0	178	110
Virgibacillus necropolis	0	0	0	102	0	0	98	0	0	0	0	0	106	0	0	0	0	0	0	0
Alkalihalobacillus pseudofirmus	0	0	0	0	0	0	91	117	0	0	0	0	338	0	0	0	225	0	250	174
Alkalihalobacillus lehensis	0	0	0	0	0	0	0	0	0	0	0	0	74	74	92	0	0	124	0	0
Peribacillus psychrosaccharolyticus	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	121	0
Oceanobacillus kimchii	0	0	0	0	0	0	122	124	0	0	0	0	84	0	0	0	0	0	0	0
Anoxybacillus flavithermus	0	0	0	0	0	0	0	0	0	0	0	0	112	0	81	0	0	0	114	0
Anoxybacillus caldiproteolyticus	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0
Halobacillus litoralis	0	0	0	0	0	0	0	0	0	0	0	0	179	0	0	0	112	0	125	0
Halobacillus mangrovi	0	0	0	0	0	0	0	0	0	0	0	0	99	0	110	0	0	0	0	0
Halobacillus halophilus	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0
Neobacillus cucumis	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0
Neobacillus mesonae	0	0	0	0	0	0	0	0	0	0	0	0	102	0	84	0	0	0	94	0
Fictibacillus arsenicus	0	0	0	0	0	0	0	0	0	0	0	0	99	0	123	0	0	0	126	0
Lentibacillus amyloliquefaciens	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	99	0
Mesobacillus jeotgali	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0
Pradoshia sp. D12	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	106	0	125	103
Aeribacillus pallidus	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	101	0	144	130
Salimicrobium jeotgali	0	0	0	0	78	68	0	0	0	0	0	0	117	0	115	0	0	0	0	109
Sporosarcina sp. P33	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	98	0	110	0
Sporosarcina sp. P37	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	105	0
Planococcus sp. PAMC 21323	0	0	0	0	0	0	0	93	0	0	0	0	184	0	0	0	109	0	157	123
Planococcus sp. MB-3u-03	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	99	105
Planococcus rifietoensis	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0
Planococcus maritimus	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0
Planococcus dechangensis	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
Paenibacillus sp. 32O-W	0	0	0	0	0	0	0	0	0	0	0	0	86	0	80	0	0	71	0	102
Paenibacillus sp. JDR-2	0	0	0	0	0	0	0	0	0	0	0	0	80	0	102	0	0	0	0	0
Paenibacillus albus	0	0	0	0	144	35	0	0	0	0	0	0	164	155	0	108	0	140	135	112
Paenibacillus cellulositrophicus	0	0	0	0	163	60	0	0	0	0	0	0	161	167	0	82	85	128	0	103
Paenibacillus rhizovicinus	0	0	0	0	60	52	0	0	0	0	0	0	132	0	0	129	0	70	125	101
Paenibacillus naphthalenovorans	0	0	0	0	94	30	0	0	0	0	0	0	112	120	0	0	0	75	110	0
Paenibacillus lentus	0	0	0	0	0	0	0	0	0	0	0	0	81	106	0	0	0	92	0	149
Paenibacillus xylanilyticus	0	0	0	0	79	38	0	0	0	0	0	0	74	74	0	0	0	0	94	0
Brevibacillus agri	0	0	0	0	72	0	0	0	0	0	0	0	125	104	0	0	85	89	101	101
Cohnella abietis	0	0	0	0	72	42	0	0	0	0	0	0	96	93	0	0	0	81	0	0
Aneurinibacillus soli	0	0	0	0	83	0	0	0	0	0	0	0	125	104	0	0	0	80	0	104
Staphylococcus pseudintermedius	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0
Staphylococcus hyicus	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	117	0
Staphylococcus caprae	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	133	0	0
[Micrococcus] candicans	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	111	0	168	123
Listeria grayi	0	0	0	0	0	0	114	97	0	0	0	0	80	0	118	0	0	0	0	0
Kyrpidia tusciae	0	0	0	0	90	0	0	0	0	0	0	0	74	99	0	0	0	83	0	0
Clostridium argentinense	0	0	0	0	0	0	0	0	0	0	0	0	99	0	221	0	0	78	152	0
Clostridium carboxidivorans	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	86	106	0
Hathewaya histolytica	0	0	0	127	0	0	0	99	121	0	0	0	86	0	139	0	0	0	120	0
Desulfotomaculum nigrificans	0	0	0	0	59	37	0	0	0	0	0	0	88	83	0	0	0	103	0	0
Desulfosporosinus orientis	0	0	0	0	0	0	0	0	0	0	0	0	75	79	0	93	0	87	0	145
Desulfitobacterium dichloroeliminans	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0
Thermoanaerosceptrum fracticalcis	0	0	0	0	0	0	0	0	0	0	0	0	120	0	308	0	0	73	171	0
Symbiobacterium thermophilum	0	0	0	0	158	58	0	0	0	0	0	0	152	180	0	87	0	137	0	0
Caldicellulosiruptor kristjanssonii	0	0	0	0	181	58	0	0	0	0	0	0	135	205	0	89	0	133	0	130
Thermanaeromonas toyohensis	0	0	0	0	186	154	0	0	0	0	0	0	127	169	0	85	0	158	0	161
Glutamicibacter arilaitensis	0	0	0	0	115	63	0	0	0	0	0	0	102	133	0	0	0	87	0	0
Microbacterium sp. Se63.02b	0	0	0	0	74	30	0	0	0	0	0	0	135	147	0	75	0	80	0	0
Microbacterium oryzae	0	0	0	0	0	0	0	0	0	0	0	0	88	85	0	81	0	81	94	0
Microbacterium lushaniae	0	0	0	0	90	28	0	0	0	0	0	0	85	123	0	0	0	81	0	0
Frondihabitans sp. 762G35	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	125	0	0	94	0
Cellulomonas fimi	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0
Ruania sp. HY168	0	0	0	0	142	46	0	0	0	0	0	0	169	196	0	77	0	130	0	0
Yimella sp. cx-51	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	196	0	72	162	0
Austwickia chelonae	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	166	0	100	117	110
Jonesia denitrificans	0	0	0	0	115	99	0	0	0	0	0	0	73	78	0	0	0	0	0	0
Corynebacterium sp. 2039	0	0	0	0	120	0	0	0	0	0	0	0	119	162	0	95	0	136	0	0
Corynebacterium phocae	0	0	0	0	172	69	0	0	0	0	0	0	101	132	0	98	0	113	0	0
Corynebacterium yudongzhengii	0	0	0	0	88	34	0	0	0	0	0	0	92	111	0	130	0	88	106	0
Corynebacterium simulans	0	0	0	0	0	0	0	0	0	0	0	0	87	0	152	0	0	0	0	0
Corynebacterium macginleyi	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0
Mycobacterium saskatchewanense	0	0	0	0	209	48	0	0	0	0	0	0	108	138	0	98	0	120	0	99
Rhodococcus rhodochrous	0	0	0	0	172	85	0	0	0	0	0	0	98	161	0	77	0	88	0	0
Gordonia polyisoprenivorans	0	0	0	0	63	31	0	0	0	0	0	0	107	98	0	0	0	69	0	0
Tomitella sp. HY188	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	81	0	0	105	0
Streptomyces sp. WAC 01438	0	0	0	0	148	37	0	0	0	0	0	0	110	141	0	75	0	125	0	0
Streptomyces pactum	0	0	0	0	141	74	0	0	0	0	0	0	107	127	0	0	0	125	0	0
Streptomyces lydicus	0	0	0	0	78	0	0	0	0	0	0	0	102	190	0	121	0	122	0	140
Streptomyces rectiverticillatus	0	0	0	0	115	38	0	0	0	0	0	0	97	115	0	78	0	106	0	0
Nocardioides sp. S-1144	0	0	0	0	130	30	0	0	0	0	0	0	140	178	0	73	0	110	0	0
Bifidobacterium asteroides	0	0	0	0	163	30	0	0	0	0	0	0	139	229	0	136	0	141	0	144
Bifidobacterium angulatum	0	0	0	0	104	0	0	0	0	0	0	0	136	125	0	84	0	119	0	0
Bifidobacterium thermophilum	0	0	0	238	182	113	0	0	306	0	0	0	106	78	0	88	92	96	103	0
Bifidobacterium pullorum	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
Pseudonocardia sp. AL041005-10	0	0	0	0	134	59	0	0	0	0	0	0	152	146	0	116	0	117	99	99
Alloactinosynnema sp. L-07	0	0	0	0	136	52	0	0	0	0	0	0	133	192	0	90	0	138	0	0
Actinoalloteichus hoggarensis	0	0	0	0	90	54	0	0	0	0	0	0	96	0	0	0	0	0	0	0
Micromonospora inositola	0	0	0	0	99	32	0	0	0	0	0	0	82	134	0	0	0	96	0	0
Actinoplanes friuliensis	0	0	0	0	160	75	0	0	0	0	0	0	87	122	0	0	0	102	0	0
Actinoplanes teichomyceticus	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0
Streptosporangium sp. 'caverna'	0	0	0	0	88	58	0	0	0	0	0	0	121	127	0	132	0	123	0	105
Synechococcus sp. RS9909	0	0	0	0	127	47	0	0	0	0	0	0	81	153	0	0	0	83	0	0
Gloeobacter kilaueensis	0	0	0	0	124	28	0	0	0	0	0	0	94	145	0	89	0	126	0	0
Spiroplasma apis	0	0	0	0	0	0	0	0	0	0	0	0	81	72	0	0	0	161	0	0
Bacteroides caccae	0	0	0	120	377	147	0	0	0	0	0	0	133	179	0	111	132	197	243	174
Bacteroides xylanisolvens	0	0	0	165	179	128	0	0	0	0	0	0	106	81	0	102	161	150	287	143
Bacteroides ovatus	0	0	0	0	193	130	0	0	0	0	0	0	75	102	0	86	0	139	154	126
Flavobacterium pallidum	0	0	0	0	243	106	0	0	0	0	0	0	145	198	0	100	0	129	0	126
Arenibacter algicola	0	0	0	0	141	30	0	0	0	0	0	0	133	166	0	86	0	116	0	0
Aquimarina sp. BL5	0	0	0	0	97	0	0	0	0	0	0	0	79	129	0	0	0	102	0	0
Salegentibacter sp. T436	0	0	0	0	143	41	0	0	0	0	0	0	88	167	0	0	0	102	0	101
Prosthecochloris sp. HL-130-GSB	0	0	0	0	75	38	0	0	0	0	0	0	80	134	0	0	0	128	0	110
Campylobacter sp. CCUG 57310	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0
Helicobacter pylori	0	0	0	0	126	40	0	0	0	0	0	0	159	172	0	82	0	126	0	124
Desulfovibrio desulfuricans	0	0	0	0	192	78	0	0	0	0	0	0	91	121	0	102	0	110	0	0
Desulfovibrio sulfodismutans	0	0	0	0	82	31	0	0	0	0	0	0	82	117	0	0	0	81	0	0
Desulfocurvibacter africanus	0	0	0	0	139	71	0	0	0	0	0	0	124	187	0	91	0	138	0	139
Geobacter uraniireducens	0	0	0	0	108	31	0	0	0	0	0	0	114	149	0	79	0	128	0	0
Geobacter bemidjiensis	0	0	0	0	82	0	0	0	0	0	0	0	92	164	0	0	0	125	0	132
Syntrophotalea acetylenivorans	0	0	0	0	154	66	0	0	0	0	0	0	99	127	0	0	0	92	0	0
Desulfococcus multivorans	0	0	0	0	233	128	0	0	0	0	0	0	116	169	0	79	0	120	0	0
Desulfatibacillum aliphaticivorans	0	0	0	0	168	81	0	0	0	0	0	0	123	120	0	0	0	97	0	0
Desulfobulbus oligotrophicus	0	0	0	0	99	28	0	0	0	0	0	0	106	113	0	0	0	80	0	0
Desulfopila sp. IMCC35005	0	0	0	0	117	38	0	0	0	0	0	0	113	121	0	0	0	97	0	0
Melittangium boletus	0	0	0	0	72	0	0	0	0	0	0	0	83	134	0	0	0	81	0	0
Haliangium ochraceum	0	0	0	0	179	72	0	0	0	0	0	0	75	149	0	0	0	117	0	118
Syntrophobacter fumaroxidans	0	0	0	0	155	60	0	0	0	0	0	0	115	134	0	0	0	110	0	0
Enterobacter cloacae	0	0	0	0	105	39	0	0	0	0	0	0	106	139	0	76	0	98	0	0
Cronobacter universalis	0	0	0	0	145	86	0	0	0	0	0	0	90	143	0	0	0	87	0	0
Atlantibacter hermannii	0	0	0	0	130	37	0	0	0	0	0	0	124	190	0	0	0	118	0	0
Leclercia adecarboxylata	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0
Pseudescherichia vulneris	0	0	0	0	182	107	0	0	0	0	0	0	89	128	0	0	0	94	0	0
Pantoea stewartii	0	0	0	0	127	0	0	0	0	0	0	0	128	149	0	80	0	133	0	0
Pantoea dispersa	0	0	0	0	53	32	0	0	0	0	0	0	76	0	0	0	0	0	0	0
Pantoea vagans	0	0	0	0	138	83	0	0	0	0	0	0	76	106	0	0	0	75	0	0
