count	species	sample	rel_abund
25794	Actinomyces naeslundii	SRS014477	0.00832346977103197
21661	Actinomyces oris	SRS014477	0.00698979137436317
17438	Actinomyces viscosus	SRS014477	0.00562707086404805
2447	Actinomyces slackii	SRS014477	7.896228010279618e-4
1432	Actinomyces howellii	SRS014477	4.620922971279286e-4
1313	Actinomyces radicidentis	SRS014477	4.236921690844765e-4
880	Actinomyces marmotae	SRS014477	2.8396733343057063e-4
875	Actinomyces gaoshouyii	SRS014477	2.823538826724424e-4
722	Actinomyces procaprae	SRS014477	2.3298228947371815e-4
671	Actinomyces qiguomingii	SRS014477	2.1652509174081012e-4
644	Actinomyces weissii	SRS014477	2.078124576469176e-4
571	Actinomyces wuliandei	SRS014477	1.8425607657824528e-4
472	Actinomyces lilanjuaniae	SRS014477	1.5230975156730608e-4
363	Actinomyces israelii	SRS014477	1.171365250401104e-4
41	Actinomyces pacaensis	SRS014477	1.3230296216651589e-5
14973	Schaalia meyeri	SRS014477	0.00483163964029083
522	Schaalia odontolytica	SRS014477	1.6844425914858848e-4
96	Schaalia cardiffensis	SRS014477	3.097825455606225e-5
37	Schaalia sp. ZJ405	SRS014477	1.1939535610148991e-5
7716	Pauljensenia hongkongensis	SRS014477	0.0024898772099435
99	Arcanobacterium sp. JY-X040	SRS014477	3.19463250109392e-5
42	Arcanobacterium haemolyticum	SRS014477	1.3552986368277234e-5
48	Trueperella sp. 19M2397	SRS014477	1.5489127278031126e-5
55	Trueperella pyogenes	SRS014477	1.7747958339410664e-5
54	Flaviflexus sp. dk850	SRS014477	1.7425268187785015e-5
73	Flaviflexus salsibiostraticola	SRS014477	2.3556381068672337e-5
160	Actinobaculum sp. 313	SRS014477	5.163042426010375e-5
111	Mobiluncus curtisii	SRS014477	3.581860683044698e-5
76	Actinotignum schaalii	SRS014477	2.452445152354928e-5
59	Winkia sp. C64	SRS014477	1.903871894591326e-5
193746	Corynebacterium matruchotii	SRS014477	0.06251992611686288
62	Corynebacterium aquilae	SRS014477	2.0006789400790203e-5
46	Corynebacterium ulcerans	SRS014477	1.4843746974779828e-5
37	Corynebacterium kroppenstedtii	SRS014477	1.1939535610148991e-5
36	Corynebacterium halotolerans	SRS014477	1.1616845458523344e-5
35	Corynebacterium vitaeruminis	SRS014477	1.1294155306897695e-5
34	Corynebacterium sphenisci	SRS014477	1.0971465155272046e-5
33	Corynebacterium diphtheriae	SRS014477	1.06487750036464e-5
33	Corynebacterium jeikeium	SRS014477	1.06487750036464e-5
31	Corynebacterium genitalium	SRS014477	1.0003394700395102e-5
31	Nocardia brasiliensis	SRS014477	1.0003394700395102e-5
36	Tsukamurella paurometabola	SRS014477	1.1616845458523344e-5
22414	Pseudopropionibacterium propionicum	SRS014477	0.00723277705853728
94	Tessaracoccus flavus	SRS014477	3.0332874252810953e-05
92	Tessaracoccus aquimaris	SRS014477	2.9687493949559656e-5
90	Tessaracoccus flavescens	SRS014477	2.904211364630836e-5
85	Tessaracoccus sp. MC1865	SRS014477	2.7428662888180117e-5
72	Tessaracoccus timonensis	SRS014477	2.323369091704669e-5
60	Tessaracoccus defluvii	SRS014477	1.9361409097538905e-5
120	Propionibacterium australiense	SRS014477	3.872281819507781e-5
112	Propionibacterium acidifaciens	SRS014477	3.6141296982072626e-5
94	Propionibacterium freudenreichii	SRS014477	3.0332874252810953e-05
32	Propionibacterium sp. oral taxon 193	SRS014477	1.032608485202075e-5
115	Cutibacterium acnes	SRS014477	3.710936743694957e-5
66	Cutibacterium avidum	SRS014477	2.12975500072928e-5
39	Cutibacterium granulosum	SRS014477	1.2584915913400287e-5
98	Acidipropionibacterium acidipropionici	SRS014477	3.162363485931355e-5
53	Acidipropionibacterium jensenii	SRS014477	1.7102578036159367e-5
45	Acidipropionibacterium virtanenii	SRS014477	1.452105682315418e-5
33	Microlunatus phosphovorus	SRS014477	1.06487750036464e-5
47	Raineyella sp. CBA3103	SRS014477	1.5166437126405477e-5
44	Propioniciclava sp. HDW11	SRS014477	1.4198366671528532e-5
34	Brevilactibacter sp. MC1595	SRS014477	1.0971465155272046e-5
31	Auraticoccus monumenti	SRS014477	1.0003394700395102e-5
42	Streptomyces venezuelae	SRS014477	1.3552986368277234e-5
33	Streptomonospora sp. M2	SRS014477	1.06487750036464e-5
4176	Olsenella sp. oral taxon 807	SRS014477	0.0013475540731887
239	Lancefieldella parvula	SRS014477	7.712294623852998e-5
65768	Streptococcus oralis	SRS014477	0.02122268589211564
61935	Streptococcus mitis	SRS014477	0.01998581454093453
26110	Streptococcus sanguinis	SRS014477	0.00842543985894568
2655	Streptococcus sp. NPS 308	SRS014477	8.567423525660966e-4
2558	Streptococcus sp. 116-D4	SRS014477	8.254414078584087e-4
2341	Streptococcus sp. 1643	SRS014477	7.55417644955643e-4
2293	Streptococcus sp. oral taxon 064	SRS014477	7.399285176776119e-4
1024	Streptococcus sp. oral taxon 431	SRS014477	3.30434715264664e-4
671	Streptococcus sp. oral taxon 061	SRS014477	2.1652509174081012e-4
346	Streptococcus sp. HSISS2	SRS014477	1.1165079246247436e-4
237	Streptococcus sp. KS 6	SRS014477	7.647756593527868e-5
210	Streptococcus sp. NSJ-72	SRS014477	6.776493184138617e-5
132	Streptococcus sp. HSISM1	SRS014477	4.25951000145856e-5
131	Streptococcus sp. A12	SRS014477	4.227240986295995e-5
116	Streptococcus sp. LPB0220	SRS014477	3.743205758857522e-5
114	Streptococcus sp. HSISS3	SRS014477	3.678667728532392e-5
110	Streptococcus sp. FDAARGOS_192	SRS014477	3.549591667882133e-5
88	Streptococcus sp. I-P16	SRS014477	2.8396733343057064e-5
74	Streptococcus sp. I-G2	SRS014477	2.3879071220297983e-5
44	Streptococcus sp. NCTC 11567	SRS014477	1.4198366671528532e-5
14057	Streptococcus vestibularis	SRS014477	0.00453605546140174
11513	Streptococcus mutans	SRS014477	0.00371513171566609
5484	Streptococcus intermedius	SRS014477	0.00176963279151505
2233	Streptococcus anginosus	SRS014477	7.20567108580073e-4
915	Streptococcus constellatus	SRS014477	2.952614887374683e-4
9423	Streptococcus pneumoniae	SRS014477	0.00304070929876848
9200	Streptococcus gordonii	SRS014477	0.00296874939495596
7584	Streptococcus cristatus	SRS014477	0.00244728210992891
4501	Streptococcus gwangjuense	SRS014477	0.00145242837246704
2371	Streptococcus pseudopneumoniae	SRS014477	7.650983495044125e-4
2230	Streptococcus salivarius	SRS014477	7.19599038125196e-4
2152	Streptococcus thermophilus	SRS014477	6.944292062983955e-4
1940	Streptococcus australis	SRS014477	6.26018894153758e-4
839	Streptococcus equi	SRS014477	2.70737037213919e-4
289	Streptococcus dysgalactiae	SRS014477	9.32574538198124e-5
565	Streptococcus pseudoporcinus	SRS014477	1.8231993566849135e-4
531	Streptococcus troglodytae	SRS014477	1.7134847051321933e-4
411	Streptococcus pyogenes	SRS014477	1.3262565231814152e-4
407	Streptococcus suis	SRS014477	1.3133489171163892e-4
277	Streptococcus porcinus	SRS014477	8.938517200030462e-5
244	Streptococcus agalactiae	SRS014477	7.873639699665822e-5
217	Streptococcus parasanguinis	SRS014477	7.002376290276572e-5
208	Streptococcus milleri	SRS014477	6.711955153813487e-5
155	Streptococcus equinus	SRS014477	5.001697350197551e-5
129	Streptococcus canis	SRS014477	4.162702955970865e-5
128	Streptococcus periodonticum	SRS014477	4.1304339408083e-5
105	Streptococcus koreensis	SRS014477	3.3882465920693084e-5
61	Streptococcus sobrinus	SRS014477	1.968409924916455e-5
59	Streptococcus urinalis	SRS014477	1.903871894591326e-5
55	Streptococcus respiraculi	SRS014477	1.7747958339410664e-5
54	Streptococcus merionis	SRS014477	1.7425268187785015e-5
52	Streptococcus pluranimalium	SRS014477	1.6779887884533718e-5
39	Streptococcus acidominimus	SRS014477	1.2584915913400287e-5
35	Streptococcus himalayensis	SRS014477	1.1294155306897695e-5
33	Streptococcus uberis	SRS014477	1.06487750036464e-5
32	Streptococcus pantholopis	SRS014477	1.032608485202075e-5
32	Streptococcus ratti	SRS014477	1.032608485202075e-5
31	Streptococcus ferus	SRS014477	1.0003394700395102e-5
33	Lactobacillus iners	SRS014477	1.06487750036464e-5
52	Ligilactobacillus salivarius	SRS014477	1.6779887884533718e-5
283	Abiotrophia defectiva	SRS014477	9.132131291005852e-5
45	Enterococcus cecorum	SRS014477	1.452105682315418e-5
6522	Gemella morbillorum	SRS014477	0.00210458516890247
5216	Gemella haemolysans	SRS014477	0.00168315183087938
395	Gemella sp. oral taxon 928	SRS014477	1.2746260989213114e-4
86	Gemella sp. ND 6198	SRS014477	2.775135303980577e-5
161	Gemella sanguinis	SRS014477	5.19531144117294e-5
35	Bacillus cereus	SRS014477	1.1294155306897695e-5
45	Weizmannia coagulans	SRS014477	1.452105682315418e-5
34	Paenibacillus chitinolyticus	SRS014477	1.0971465155272046e-5
44	Staphylococcus haemolyticus	SRS014477	1.4198366671528532e-5
31	Thermoactinomyces vulgaris	SRS014477	1.0003394700395102e-5
49971	Parvimonas micra	SRS014477	0.01612514956688528
183	Finegoldia magna	SRS014477	5.905229774749366e-5
43	Anaerococcus mediterraneensis	SRS014477	1.3875676519902885e-5
58	Murdochiella vaginalis	SRS014477	1.871602879428761e-5
40	Peptoniphilus harei	SRS014477	1.2907606065025938e-5
36	Sedimentibacter sp. zth1	SRS014477	1.1616845458523344e-5
31	Ezakiella massiliensis	SRS014477	1.0003394700395102e-5
6876	Selenomonas sp. oral taxon 126	SRS014477	0.00221881748257795
4495	Selenomonas sp. oral taxon 920	SRS014477	0.00145049223155728
3965	Selenomonas sp. Marseille-Q3039	SRS014477	0.00127946645119569
836	Selenomonas sp. oral taxon 136	SRS014477	2.697689667590421e-4
589	Selenomonas sp. oral taxon 478	SRS014477	1.9006449930750692e-4
8842	Selenomonas sputigena	SRS014477	0.00285322632067398
74	Selenomonas ruminantium	SRS014477	2.3879071220297983e-5
31	Megamonas funiformis	SRS014477	1.0003394700395102e-5
37	Pectinatus frisingensis	SRS014477	1.1939535610148991e-5
10902	Dialister pneumosintes	SRS014477	0.00351796803302281
54	Dialister massiliensis	SRS014477	1.7425268187785015e-5
7453	Veillonella parvula	SRS014477	0.00240500970006595
119	Veillonella nakazawae	SRS014477	3.840012804345216e-5
115	Veillonella dispar	SRS014477	3.710936743694957e-5
53	Veillonella atypica	SRS014477	1.7102578036159367e-5
50	Veillonella rodentium	SRS014477	1.6134507581282423e-5
32	Megasphaera stantonii	SRS014477	1.032608485202075e-5
49	Phascolarctobacterium faecium	SRS014477	1.5811817429656774e-05
31	Acidaminococcus fermentans	SRS014477	1.0003394700395102e-5
5688	Filifactor alocis	SRS014477	0.00183546158244668
297	Clostridioides difficile	SRS014477	9.58389750328176e-5
70	Acetoanaerobium sticklandii	SRS014477	2.258831061379539e-5
43	Paeniclostridium sordellii	SRS014477	1.3875676519902885e-5
34	Peptoclostridium acidaminophilum	SRS014477	1.0971465155272046e-5
417	Lachnoanaerobaculum umeaense	SRS014477	1.345617932278954e-4
52	Blautia producta	SRS014477	1.6779887884533718e-5
48	Blautia hansenii	SRS014477	1.5489127278031126e-5
38	Blautia obeum	SRS014477	1.226222576177464e-5
31	Blautia argi	SRS014477	1.0003394700395102e-5
51	Clostridium scindens	SRS014477	1.6457197732908072e-5
36	Lachnoclostridium phocaeense	SRS014477	1.1616845458523344e-5
34	Lachnoclostridium phytofermentans	SRS014477	1.0971465155272046e-5
72	Butyrivibrio fibrisolvens	SRS014477	2.323369091704669e-5
45	Butyrivibrio proteoclasticus	SRS014477	1.452105682315418e-5
33	Butyrivibrio hungatei	SRS014477	1.06487750036464e-5
46	Anaerocolumna sp. CTTW	SRS014477	1.4843746974779828e-5
42	Anaerocolumna cellulosilytica	SRS014477	1.3552986368277234e-5
67	Lacrimispora saccharolytica	SRS014477	2.1620240158918447e-5
48	Lacrimispora sphenoides	SRS014477	1.5489127278031126e-5
61	Coprococcus catus	SRS014477	1.968409924916455e-5
38	Coprococcus comes	SRS014477	1.226222576177464e-5
72	Roseburia intestinalis	SRS014477	2.323369091704669e-5
39	Roseburia hominis	SRS014477	1.2584915913400287e-5
41	Anaerostipes hadrus	SRS014477	1.3230296216651589e-5
56	Ruminococcus gnavus	SRS014477	1.8070648491036313e-5
69	Enterocloster bolteae	SRS014477	2.2265620462169745e-5
45	Pseudobutyrivibrio xylanivorans	SRS014477	1.452105682315418e-5
37	Lachnospira eligens	SRS014477	1.1939535610148991e-5
35	Anaerotignum propionicum	SRS014477	1.1294155306897695e-5
32	Anaerobutyricum hallii	SRS014477	1.032608485202075e-5
31	Herbinix luporum	SRS014477	1.0003394700395102e-5
759	Mogibacterium pumilum	SRS014477	2.4492182508386716e-4
373	Mogibacterium diversum	SRS014477	1.2036342655636687e-4
58	Aminipila sp. JN-18	SRS014477	1.871602879428761e-5
46	Aminipila sp. CBA3637	SRS014477	1.4843746974779828e-5
61	Aminipila butyrica	SRS014477	1.968409924916455e-5
45	Intestinimonas butyriciproducens	SRS014477	1.452105682315418e-5
42	Clostridium sp. SY8519	SRS014477	1.3552986368277234e-5
36	Clostridium sp. BNL1100	SRS014477	1.1616845458523344e-5
33	Clostridium sp. CT4	SRS014477	1.06487750036464e-5
90	Clostridium botulinum	SRS014477	2.904211364630836e-5
57	Clostridium pasteurianum	SRS014477	1.839333864266196e-5
57	Clostridium perfringens	SRS014477	1.839333864266196e-5
41	Clostridium tetani	SRS014477	1.3230296216651589e-5
36	Clostridium acetobutylicum	SRS014477	1.1616845458523344e-5
34	Clostridium kluyveri	SRS014477	1.0971465155272046e-5
33	Clostridium cochlearium	SRS014477	1.06487750036464e-5
57	Crassaminicella sp. SY095	SRS014477	1.839333864266196e-5
41	Caloramator sp. E03	SRS014477	1.3230296216651589e-5
36	Hungatella hathewayi	SRS014477	1.1616845458523344e-5
45	Acetivibrio thermocellus	SRS014477	1.452105682315418e-5
38	Acetivibrio clariflavus	SRS014477	1.226222576177464e-5
108	Faecalibacterium prausnitzii	SRS014477	3.485053637557003e-5
73	Mageeibacillus indolicus	SRS014477	2.3556381068672337e-5
37	Caproiciproducens sp. 7D4C2	SRS014477	1.1939535610148991e-5
31	Desulfofarcimen acetoxidans	SRS014477	1.0003394700395102e-5
41	Christensenella minuta	SRS014477	1.3230296216651589e-5
31	Mahella australiensis	SRS014477	1.0003394700395102e-5
261	Bulleidia sp. zg-1006	SRS014477	8.422212957429424e-5
58	Clostridium innocuum	SRS014477	1.871602879428761e-5
87	Ndongobacter massiliensis	SRS014477	2.8074043191431415e-5
4431	Mycoplasma salivarium	SRS014477	0.00142984006185324
37	Fischerella sp. NIES-3754	SRS014477	1.1939535610148991e-5
38	Dehalogenimonas lykanthroporepellens	SRS014477	1.226222576177464e-5
238382	Prevotella intermedia	SRS014477	0.07692352372482533
45944	Prevotella oris	SRS014477	0.01482567632628879
7334	Prevotella enoeca	SRS014477	0.0023666095720225
4702	Prevotella denticola	SRS014477	0.00151728909294379
4693	Prevotella melaninogenica	SRS014477	0.00151438488157916
1787	Prevotella jejuni	SRS014477	5.766473009550338e-4
1202	Prevotella scopos	SRS014477	3.878735622540294e-4
1041	Prevotella dentalis	SRS014477	3.3592044784230005e-4
1015	Prevotella fusca	SRS014477	3.2753050390003317e-4
878	Prevotella sp. oral taxon 299	SRS014477	2.833219531273193e-4
115	Prevotella sp. WR041	SRS014477	3.710936743694957e-5
211	Prevotella copri	SRS014477	6.808762199301182e-5
131	Prevotella ruminicola	SRS014477	4.227240986295995e-5
131	Alloprevotella sp. E39	SRS014477	4.227240986295995e-5
110	Paraprevotella xylaniphila	SRS014477	3.549591667882133e-5
83991	Tannerella forsythia	SRS014477	0.02710306852518983
2121	Tannerella sp. oral taxon HOT-286	SRS014477	6.844258115980004e-4
125	Parabacteroides goldsteinii	SRS014477	4.0336268953206055e-5
85	Parabacteroides distasonis	SRS014477	2.7428662888180117e-5
5215	Porphyromonas gingivalis	SRS014477	0.00168282914072775
543	Porphyromonas crevioricanis	SRS014477	1.7522075233272711e-4
356	Porphyromonas asaccharolytica	SRS014477	1.1487769397873084e-4
212	Porphyromonas cangingivalis	SRS014477	6.841031214463747e-5
651	Bacteroides zoogleoformans	SRS014477	2.100712887082971e-4
405	Bacteroides fragilis	SRS014477	1.306895114083876e-4
375	Bacteroides ovatus	SRS014477	1.2100880685961816e-4
323	Bacteroides heparinolyticus	SRS014477	1.0422891897508444e-4
60	Bacteroides sp. CBA7301	SRS014477	1.9361409097538905e-5
54	Bacteroides sp. M10	SRS014477	1.7425268187785015e-5
52	Bacteroides sp. HF-5287	SRS014477	1.6779887884533718e-5
201	Bacteroides thetaiotaomicron	SRS014477	6.486072047675534e-5
118	Bacteroides uniformis	SRS014477	3.807743789182652e-5
93	Bacteroides intestinalis	SRS014477	3.0010184101185305e-5
83	Bacteroides eggerthii	SRS014477	2.6783282584928823e-5
83	Bacteroides helcogenes	SRS014477	2.6783282584928823e-5
78	Bacteroides caccae	SRS014477	2.5169831826800575e-5
54	Bacteroides xylanisolvens	SRS014477	1.7425268187785015e-5
38	Bacteroides coprosuis	SRS014477	1.226222576177464e-5
33	Bacteroides cellulosilyticus	SRS014477	1.06487750036464e-5
132	Alistipes onderdonkii	SRS014477	4.25951000145856e-5
95	Alistipes megaguti	SRS014477	3.06555644044366e-5
90	Alistipes sp. dk3624	SRS014477	2.904211364630836e-5
71	Alistipes shahii	SRS014477	2.291100076542104e-5
65	Alistipes dispar	SRS014477	2.097485985566715e-5
59	Alistipes indistinctus	SRS014477	1.903871894591326e-5
56	Alistipes communis	SRS014477	1.8070648491036313e-5
44	Alistipes finegoldii	SRS014477	1.4198366671528532e-5
272	Phocaeicola dorei	SRS014477	8.777172124217637e-5
162	Phocaeicola salanitronis	SRS014477	5.227580456335505e-5
126	Phocaeicola vulgatus	SRS014477	4.0658959104831704e-5
56	Phocaeicola coprophilus	SRS014477	1.8070648491036313e-5
99	Muribaculum intestinale	SRS014477	3.19463250109392e-5
69	Muribaculum gordoncarteri	SRS014477	2.2265620462169745e-5
131	Sodaliphilus pleomorphus	SRS014477	4.227240986295995e-5
58	Duncaniella dubosii	SRS014477	1.871602879428761e-5
165	Barnesiella viscericola	SRS014477	5.3243875018232e-5
86	Coprobacter sp. 2CBH44	SRS014477	2.775135303980577e-5
269	Paludibacter propionicigenes	SRS014477	8.680365078729943e-5
90	Proteiniphilum saccharofermentans	SRS014477	2.904211364630836e-5
80	Petrimonas mucosa	SRS014477	2.5815212130051876e-5
123	Odoribacter splanchnicus	SRS014477	3.969088864995476e-5
38	Butyricimonas virosa	SRS014477	1.226222576177464e-5
159	Tenuifilum thalassicum	SRS014477	5.13077341084781e-5
39	Salinivirga cyanobacteriivorans	SRS014477	1.2584915913400287e-5
42	Draconibacterium orientale	SRS014477	1.3552986368277234e-5
32	Draconibacterium sp. M1	SRS014477	1.032608485202075e-5
34	Labilibaculum antarcticum	SRS014477	1.0971465155272046e-5
31	Alkalitalea saponilacus	SRS014477	1.0003394700395102e-5
54480	Capnocytophaga gingivalis	SRS014477	0.01758015946056532
19306	Capnocytophaga sp. FDAARGOS_737	SRS014477	0.00622985606728476
7123	Capnocytophaga sp. oral taxon 902	SRS014477	0.00229852195002949
5690	Capnocytophaga sp. oral taxon 864	SRS014477	0.00183610696274993
5613	Capnocytophaga sp. oral taxon 878	SRS014477	0.00181125982107476
5120	Capnocytophaga sp. oral taxon 323	SRS014477	0.00165217357632332
32	Capnocytophaga sp. H4358	SRS014477	1.032608485202075e-5
41712	Capnocytophaga sputigena	SRS014477	0.01346005160460904
18792	Capnocytophaga leadbetteri	SRS014477	0.00606399332934918
11373	Capnocytophaga endodontalis	SRS014477	0.0036699550944385
4041	Capnocytophaga ochracea	SRS014477	0.00130399090271924
739	Capnocytophaga haemolytica	SRS014477	2.384680220513542e-4
290	Capnocytophaga canimorsus	SRS014477	9.358014397143804e-5
201	Capnocytophaga stomatis	SRS014477	6.486072047675534e-5
149	Capnocytophaga cynodegmi	SRS014477	4.808083259222162e-5
46	Flavobacterium sp. CJ74	SRS014477	1.4843746974779828e-5
45	Flavobacterium sp. CS20	SRS014477	1.452105682315418e-5
44	Flavobacterium sp. I3-2	SRS014477	1.4198366671528532e-5
31	Flavobacterium sp. P2-65	SRS014477	1.0003394700395102e-5
156	Flavobacterium pallidum	SRS014477	5.033966365360116e-5
80	Flavobacterium columnare	SRS014477	2.5815212130051876e-5
63	Flavobacterium nackdongense	SRS014477	2.0329479552415852e-5
49	Flavobacterium branchiophilum	SRS014477	1.5811817429656774e-05
44	Flavobacterium alkalisoli	SRS014477	1.4198366671528532e-5
44	Flavobacterium crassostreae	SRS014477	1.4198366671528532e-5
42	Flavobacterium haoranii	SRS014477	1.3552986368277234e-5
36	Flavobacterium johnsoniae	SRS014477	1.1616845458523344e-5
35	Flavobacterium magnum	SRS014477	1.1294155306897695e-5
33	Flavobacterium sediminis	SRS014477	1.06487750036464e-5
32	Flavobacterium anhuiense	SRS014477	1.032608485202075e-5
31	Flavobacterium arcticum	SRS014477	1.0003394700395102e-5
36	Polaribacter sejongensis	SRS014477	1.1616845458523344e-5
37	Maribacter sp. MJ134	SRS014477	1.1939535610148991e-5
