species,LIB030.A0117,SYN001.A0101,SYN002.A0101,SYN003.A0101,SYN005.I0101,SYN006.I0101,SYN008.I0101,SYN009.I0101,SYN012.I0101,SYN013.I0101,SYN014.A0101,SYN014.C0101,SYN015.B0101,SYN015.D0101,SYN015.E0101,SYN015.F0101,SYN015.G0101,SYN015.H0101,SYN015.I0101,SYN016.I0101,SYN017.A0101,SYN017.B0101,SYN017.D0101,SYN017.E0101,SYN017.F0101,SYN017.G0101,SYN018.C0101,SYN018.H0101,SYN018.I0101,SYN019.I0101,SYN021.I0101,SYN022.I0101,SYN023.I0101,SYN025.I0101,SYN026.I0101,SYN028.I0101
Bacillus freudenreichii,NA,11,17,19,102,62,138,384,18,694,30,2,37,35,10,18,53,336,40,650,8,11,27,25,134,126,15,1338,221,24,52,241,29,307,34,217
Bacillus infantis,NA,11,22,13,64,59,135,113,41,108,40,45,43,31,8,49,24,50,55,108,41,32,26,24,32,42,74,205,45,90,34,43,40,114,43,101
Bacillus methanolicus,NA,9,19,19,38,14,2,110,14,192,12,10,8,4,4,7,3,65,13,156,22,15,5,5,31,18,12,368,42,16,13,76,10,107,26,116
[Brevibacterium] frigoritolerans,NA,8,20,13,2,NA,1,12,1,17,16,NA,2,NA,2,NA,1,6,1,21,29,33,NA,NA,2,2,15,36,8,NA,1,8,1,8,NA,8
Bacillus haynesii,NA,6,5,7,13,7,1,21,14,41,NA,6,NA,NA,1,2,2,15,11,51,NA,1,1,NA,7,4,1,72,4,NA,2,14,15,12,2,16
Lysinibacillus sp. 2017,NA,116,219,195,86,84,59,304,54,668,51,3,39,17,3,8,8,210,55,587,163,122,17,12,63,54,45,1124,24,20,35,199,82,276,27,231
Lysinibacillus sp. SGAir0095,NA,57,78,73,111,97,62,295,77,590,51,14,48,13,5,17,9,187,52,542,56,35,22,18,71,58,50,1047,35,33,30,168,50,254,18,218
Lysinibacillus sp. FJAT-51161,NA,51,84,57,30,29,5,133,13,297,29,8,26,3,2,10,5,114,21,281,71,102,4,7,29,35,44,588,5,10,9,101,11,119,12,109
Lysinibacillus sp. YS11,NA,29,43,30,75,81,1,147,43,282,25,NA,2,2,4,NA,35,126,24,263,65,47,6,12,66,45,18,538,82,9,21,96,94,115,28,133
Lysinibacillus timonensis,NA,80,119,99,139,153,7,297,131,598,112,30,89,16,11,28,53,179,134,551,171,175,27,30,77,70,88,911,80,47,52,186,249,242,55,208
Lysinibacillus fusiformis,NA,59,91,62,59,53,13,214,11,525,25,10,12,2,5,22,75,267,23,447,69,60,2,4,102,119,25,1025,84,14,24,157,27,231,46,178
Lysinibacillus sphaericus,NA,44,103,78,43,31,3,162,7,344,20,3,41,6,3,15,4,112,16,256,81,65,1,4,49,27,21,623,15,4,16,99,18,153,13,112
Lysinibacillus varians,NA,15,28,11,45,61,27,80,72,137,2,NA,4,NA,3,2,1,16,26,133,12,14,6,4,18,9,6,157,78,NA,10,32,10,40,15,50
Virgibacillus halodenitrificans,NA,136,275,234,61,66,4,75,56,174,109,8,26,1,4,4,9,39,60,153,312,243,14,17,23,16,72,222,46,18,11,68,114,71,43,97
Virgibacillus sp. MSP4-1,NA,23,32,28,154,244,378,285,223,357,61,24,120,71,16,33,16,107,188,400,41,25,103,54,55,42,79,439,78,70,49,176,373,205,65,182
Virgibacillus sp. SK37,NA,10,26,24,41,28,2,136,23,316,18,7,30,9,2,6,63,178,9,252,30,32,11,18,89,61,37,627,102,14,36,102,15,178,42,110
Virgibacillus sp. Bac330,NA,6,2,2,55,34,122,131,25,224,24,9,48,23,4,14,75,199,14,246,22,20,39,22,84,78,24,475,155,42,51,85,30,130,41,88
Virgibacillus sp. 6R,NA,1,3,5,7,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,5,3,4,5,NA,3,NA,NA,1,2,1,6,1,4,NA,3,2,1,3,2
Virgibacillus phasianinus,NA,20,48,29,15,17,12,42,6,89,5,2,15,5,3,4,3,30,16,67,22,17,3,3,17,6,24,159,12,13,13,23,4,52,10,45
Virgibacillus necropolis,NA,19,26,24,28,14,10,106,14,191,37,11,102,5,11,15,13,79,8,136,98,49,4,5,27,30,85,381,28,19,19,64,15,92,19,46
Virgibacillus dokdonensis,NA,7,6,10,42,32,3,48,33,75,12,8,17,4,1,5,22,32,26,60,26,20,4,5,21,25,31,94,71,4,22,31,71,40,15,25
Priestia megaterium,NA,110,150,139,198,177,276,347,137,679,130,70,160,70,26,70,57,249,158,555,196,165,101,64,112,92,126,1138,98,146,84,260,258,407,105,394
Priestia flexa,NA,83,95,55,37,54,260,141,8,294,87,16,112,51,11,27,53,131,25,253,102,106,40,12,56,75,74,526,12,40,27,106,35,147,28,106
Priestia filamentosa,NA,48,103,75,21,13,3,98,4,220,51,7,31,1,2,1,1,79,3,219,125,93,NA,3,25,34,37,433,11,4,7,77,2,85,7,75
Priestia aryabhattai,NA,6,24,15,5,NA,2,18,NA,24,9,2,1,1,NA,NA,1,7,3,26,26,35,NA,NA,2,3,13,39,NA,3,1,6,2,13,2,7
Peribacillus asahii,NA,75,93,70,36,29,5,180,12,356,54,8,36,8,6,4,17,145,11,298,137,94,4,15,49,51,35,704,49,27,15,119,13,141,40,117
Peribacillus muralis,NA,50,72,60,125,97,15,216,115,221,37,70,11,130,37,51,11,62,210,231,77,72,82,97,82,14,51,314,54,48,30,116,216,141,26,161
Peribacillus butanolivorans,NA,40,70,54,15,11,8,61,9,121,24,4,26,3,NA,5,7,35,4,98,56,53,2,4,17,18,17,233,8,3,9,54,13,57,7,57
Peribacillus simplex,NA,17,37,38,96,77,47,275,122,320,168,216,95,117,27,100,74,173,194,340,42,23,161,134,148,74,45,564,39,117,100,172,135,197,87,200
Peribacillus psychrosaccharolyticus,NA,12,20,12,34,18,14,156,37,238,6,2,3,2,3,15,5,81,19,209,27,15,5,2,34,30,9,456,68,10,14,84,15,121,45,89
Alkalihalobacillus krulwichiae,NA,56,117,82,58,90,207,128,81,196,84,41,81,37,10,14,31,68,61,192,176,161,45,23,36,45,189,278,96,29,35,91,105,141,56,82
Alkalihalobacillus clausii,NA,38,61,64,54,41,7,59,30,117,19,3,2,6,5,7,43,79,44,118,68,50,6,18,45,36,31,179,103,5,13,33,136,54,28,49
Alkalihalobacillus miscanthi,NA,36,62,43,30,42,196,14,11,38,39,31,39,34,6,13,6,9,12,46,50,40,39,11,6,6,87,73,23,28,19,33,21,57,24,50
Alkalihalobacillus halodurans,NA,17,27,20,83,32,4,188,70,146,23,88,33,122,53,37,12,82,152,155,41,37,80,76,51,18,50,300,6,62,24,98,151,104,25,156
Alkalihalobacillus pseudofirmus,NA,14,45,53,56,51,14,338,30,635,46,9,27,1,3,14,17,265,26,527,91,117,7,11,113,63,85,1111,45,37,39,225,15,250,28,174
Alkalihalobacillus lehensis,NA,6,16,21,55,66,53,74,91,90,5,3,6,NA,3,7,8,10,74,127,11,19,8,15,16,2,6,30,92,6,10,27,124,26,16,45
Cytobacillus kochii,NA,93,111,115,84,98,246,126,89,184,103,17,76,53,6,8,6,50,83,205,124,113,58,21,33,31,76,296,46,37,24,95,170,140,39,115
Cytobacillus oceanisediminis,NA,51,98,81,67,62,168,180,46,265,89,10,78,31,14,30,80,157,46,237,56,40,30,24,85,81,45,537,67,97,50,84,89,202,95,113
Oceanobacillus zhaokaii,NA,64,103,92,56,69,136,164,54,196,98,8,81,22,13,13,25,87,46,214,123,116,30,14,39,29,85,368,25,61,36,85,65,152,49,86
Oceanobacillus iheyensis,NA,33,61,52,116,161,241,230,136,431,68,17,61,59,11,25,33,172,119,388,99,78,66,37,91,91,91,664,125,61,47,162,188,237,69,191
Oceanobacillus kimchii,NA,32,75,61,32,35,71,84,67,122,59,8,40,5,4,7,16,46,38,117,122,124,10,15,32,26,50,212,49,16,28,49,22,51,44,63
Anoxybacillus caldiproteolyticus,NA,30,32,40,31,19,6,78,6,138,26,5,4,1,1,NA,2,65,9,150,56,54,2,1,24,13,25,288,30,11,12,60,19,80,54,66
Anoxybacillus sp. PDR2,NA,2,1,NA,1,2,NA,NA,NA,3,2,2,4,NA,NA,NA,2,3,1,2,1,NA,NA,NA,4,3,1,3,NA,NA,1,NA,NA,NA,3,1
Anoxybacillus amylolyticus,NA,18,33,39,13,3,15,23,5,35,11,3,1,2,NA,6,12,22,2,38,24,8,4,1,10,15,7,58,2,4,7,8,5,16,7,20
Anoxybacillus flavithermus,NA,13,31,34,39,42,50,112,36,209,28,48,33,12,3,22,76,149,11,195,45,48,12,26,80,70,73,455,81,18,46,79,18,114,42,86
Anoxybacillus gonensis,NA,3,2,NA,2,2,1,14,NA,26,NA,NA,NA,NA,NA,1,NA,7,NA,39,6,2,NA,NA,7,2,1,54,NA,NA,1,8,1,15,NA,8
Pontibacillus sp. HMF3514,NA,55,84,79,65,79,111,104,65,119,54,13,35,12,2,7,6,38,65,143,67,81,20,15,21,20,47,146,43,22,24,47,136,103,51,86
Pontibacillus sp. ALD_SL1,NA,28,38,37,157,127,20,217,129,361,27,14,6,10,7,10,8,91,164,331,75,52,22,33,43,33,28,416,58,14,21,128,274,137,29,177
Metabacillus sp. KUDC1714,NA,40,70,77,21,16,8,69,18,87,65,7,62,33,24,29,17,47,19,75,124,100,37,62,31,16,82,154,48,18,23,39,13,82,19,43
Metabacillus sp. cB07,NA,8,21,20,15,6,11,68,17,132,10,4,11,6,5,14,7,45,20,124,18,21,2,3,21,12,15,267,70,12,4,46,9,69,3,51
Metabacillus litoralis,NA,31,36,43,79,126,430,149,121,263,81,23,106,80,18,28,62,146,69,244,48,26,96,37,80,67,69,383,105,87,51,115,72,186,76,126
Mesobacillus foraminis,NA,39,89,65,81,77,152,135,69,181,79,58,31,58,30,19,8,60,75,201,174,153,21,32,42,22,107,332,128,28,19,72,96,76,21,104
Mesobacillus jeotgali,NA,37,39,42,34,21,20,83,11,202,17,16,23,5,1,4,7,57,5,141,35,21,NA,2,22,18,29,280,8,14,10,60,22,90,8,59
Halobacillus halophilus,NA,41,59,62,12,10,4,76,19,83,42,7,42,6,2,8,7,56,16,65,56,52,1,8,22,16,30,159,24,13,18,32,31,61,20,51
Halobacillus litoralis,NA,16,22,22,49,50,16,179,37,303,8,4,20,7,2,4,25,134,27,311,20,13,12,7,77,43,11,529,51,19,24,112,51,125,25,89
Halobacillus mangrovi,NA,15,40,30,28,13,65,99,19,136,14,29,20,11,6,14,54,101,9,131,15,15,8,6,55,47,24,231,110,24,43,33,23,93,28,37
Geobacillus subterraneus,NA,12,24,27,81,38,38,76,96,33,19,11,8,4,8,13,13,22,136,22,18,16,7,21,13,11,19,65,54,44,10,59,110,33,29,173
Geobacillus thermodenitrificans,NA,10,20,14,20,21,2,15,27,7,5,4,18,1,1,1,NA,3,56,9,15,3,NA,4,2,4,10,1,4,5,NA,25,55,15,1,80
Geobacillus sp. 44B,NA,5,6,12,31,35,2,66,36,72,9,4,9,1,4,3,2,15,57,58,14,16,1,3,8,6,10,111,2,14,10,37,46,48,8,92
Geobacillus sp. Y4.1MC1,NA,2,4,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA
Geobacillus sp. 44C,NA,2,3,3,2,2,26,NA,2,NA,NA,NA,2,NA,1,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,3,1,38,5,1,NA,1,6,2,1
Geobacillus sp. C56-T3,NA,1,1,2,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,4,1,NA,NA,1,NA,1,NA,1,NA,1,1
Geobacillus genomosp. 3,NA,4,2,8,12,13,25,72,14,90,2,NA,1,2,5,4,NA,25,12,76,NA,5,2,6,16,12,3,175,45,10,7,37,19,57,15,49
Geobacillus thermocatenulatus,NA,1,8,10,NA,7,NA,6,5,6,1,NA,1,NA,NA,1,1,6,4,6,NA,1,NA,1,1,2,NA,14,5,1,2,4,2,3,3,2
Geobacillus thermoleovorans,NA,1,2,4,8,5,3,10,3,20,4,6,2,3,NA,3,8,15,1,29,6,1,1,1,7,4,5,44,10,3,3,7,2,13,7,16
Geobacillus zalihae,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,1,1,NA,NA,1
Paraliobacillus zengyii,NA,63,110,92,55,35,115,93,18,188,87,15,67,22,7,15,64,140,21,167,160,159,35,25,77,73,125,401,107,36,35,70,36,171,61,79
Parageobacillus genomosp. 1,NA,30,44,26,23,8,1,40,7,89,3,2,8,NA,NA,9,4,28,6,58,22,4,2,2,9,6,5,114,3,7,9,15,7,26,2,30
Parageobacillus toebii,NA,25,34,23,1,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,6,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Parageobacillus thermoglucosidasius,NA,5,4,2,1,NA,2,4,4,1,2,3,NA,1,1,1,NA,2,1,2,1,1,NA,1,1,1,1,1,1,2,1,2,2,3,1,2
Anaerobacillus isosaccharinicus,NA,58,100,71,24,30,41,56,11,131,41,7,33,11,1,11,17,69,8,109,123,119,13,8,24,30,66,252,20,13,4,49,26,66,12,75
Fictibacillus phosphorivorans,NA,42,91,98,30,18,47,101,14,174,79,8,76,12,6,12,26,82,14,147,145,128,8,13,31,31,69,318,87,17,20,55,20,86,20,76
Fictibacillus arsenicus,NA,11,23,28,53,36,4,99,27,233,16,5,7,9,1,13,64,144,16,198,40,39,12,15,76,68,15,412,123,28,34,82,36,126,46,84
Radiobacillus deserti,NA,50,60,57,24,22,26,56,8,93,24,NA,6,5,3,5,33,76,9,79,58,34,6,8,48,31,24,162,146,18,14,25,25,56,39,38
Amphibacillus xylanus,NA,49,83,79,142,228,71,167,233,246,84,11,67,13,8,20,32,52,168,261,126,142,40,45,38,39,69,110,98,32,35,88,307,122,50,125
Neobacillus cucumis,NA,24,52,47,33,20,13,104,14,127,32,10,19,4,7,6,9,66,4,120,78,78,1,2,18,26,67,273,5,13,27,47,22,61,30,46
Neobacillus thermocopriae,NA,14,13,15,23,7,6,49,6,74,NA,NA,NA,3,3,6,1,32,4,75,3,2,1,5,17,12,NA,154,30,13,4,49,15,42,5,38
Neobacillus mesonae,NA,10,19,16,33,18,55,102,12,257,18,3,18,4,7,15,25,94,8,219,49,42,1,3,43,47,21,441,84,13,7,59,9,94,10,86
Weizmannia coagulans,NA,46,45,52,122,76,83,303,100,383,67,109,50,180,94,125,123,271,129,325,61,46,119,177,175,110,92,658,164,94,72,152,146,213,75,202
Psychrobacillus glaciei,NA,41,95,94,105,86,5,502,13,1060,34,11,17,3,3,2,8,343,26,841,72,35,4,6,94,122,5,2105,27,14,42,355,21,465,16,365
Psychrobacillus sp. AK 1817,NA,4,9,10,1,NA,NA,5,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,4,NA,NA,NA,1,8,2,NA,3,4,1,5,2,1,NA
Gracilibacillus sp. SCU50,NA,32,54,34,89,103,148,126,83,196,38,41,54,23,9,16,14,55,49,210,47,40,34,28,34,21,70,307,67,33,33,84,128,110,32,103
Caldibacillus thermoamylovorans,NA,30,38,47,44,46,123,120,44,174,57,11,46,27,7,17,27,78,36,156,86,54,22,15,31,34,42,284,141,22,9,66,59,91,23,88
Pradoshia sp. D12,NA,30,48,71,20,39,21,209,48,287,37,7,35,16,14,9,4,100,49,257,85,40,24,14,40,26,26,522,47,25,26,106,60,125,35,103
Lentibacillus amyloliquefaciens,NA,19,26,25,41,33,9,156,47,210,13,11,14,2,7,16,9,73,21,192,29,21,1,3,36,36,13,407,19,24,15,52,22,99,23,84
Lentibacillus sp. CBA3610,NA,10,16,17,58,68,135,73,61,113,32,17,66,34,9,16,22,50,51,120,19,29,34,17,19,11,19,198,35,37,28,63,98,75,36,132
Salicibibacter sp. NKC21-4,NA,23,44,32,40,21,2,70,46,69,21,10,15,1,4,8,7,22,68,50,17,7,1,3,16,10,4,126,2,22,7,43,46,46,14,125
Salicibibacter sp. NKC5-3,NA,3,4,5,14,3,NA,23,14,4,5,8,6,13,17,6,1,NA,21,3,13,5,6,8,3,4,2,5,1,9,3,8,15,7,2,15
Salicibibacter halophilus,NA,2,2,5,5,2,2,7,5,6,8,2,2,1,2,1,6,1,7,5,2,2,4,7,8,6,2,3,8,3,3,5,4,9,11,11
Sediminibacillus sp. DP4-553-S,NA,24,39,37,21,7,9,40,5,94,14,4,5,6,4,3,3,33,7,75,43,44,2,4,18,15,27,194,50,7,12,42,17,72,16,56
Lederbergia lentus,NA,19,33,32,115,117,210,153,105,195,83,18,75,46,11,16,26,95,81,187,89,100,52,28,55,36,93,264,106,47,35,107,187,140,70,143
Terribacillus goriensis,NA,12,31,30,97,31,10,184,96,220,21,39,17,56,20,33,62,108,113,166,53,59,45,57,78,47,36,363,110,59,52,93,98,125,61,166
Salimicrobium jeotgali,NA,12,8,11,46,25,67,117,26,219,12,7,12,78,68,151,11,69,33,152,12,14,94,243,108,27,18,347,115,28,19,78,26,81,14,109
Aeribacillus pallidus,NA,11,24,9,56,34,3,126,32,257,6,4,7,1,2,8,39,113,54,217,12,7,2,3,51,49,6,545,76,17,16,101,56,144,22,130
Staphylococcus aureus,NA,127,190,165,251,299,159,293,289,631,424,278,265,61,57,289,541,646,218,524,228,183,128,172,480,398,223,893,318,138,478,168,204,252,274,237
Staphylococcus haemolyticus,NA,106,120,105,179,194,253,215,189,389,76,16,68,31,7,67,86,168,155,317,153,129,45,44,103,85,73,385,131,40,44,117,322,164,72,174
Staphylococcus sp. MI 10-1553,NA,47,55,63,62,87,8,65,69,137,13,3,5,NA,2,20,66,82,54,138,32,19,4,13,69,68,7,181,41,4,9,42,168,40,24,46
Staphylococcus sp. AntiMn-1,NA,39,53,51,5,1,1,11,NA,27,22,NA,6,NA,NA,NA,NA,6,1,17,74,65,NA,NA,1,3,27,54,NA,NA,1,10,4,17,6,7
Staphylococcus sp. 17KM0847,NA,9,14,21,82,94,122,59,89,79,27,11,41,28,6,6,44,47,65,107,27,14,37,27,48,24,23,75,156,32,27,39,147,60,38,57
Staphylococcus sp. 11-B-312,NA,1,7,8,1,NA,NA,NA,3,NA,13,2,1,1,NA,1,1,NA,NA,NA,24,30,NA,2,2,1,14,1,NA,1,2,4,NA,1,2,NA
Staphylococcus sp. SB1-57,NA,1,5,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
Staphylococcus simiae,NA,96,155,100,95,124,136,81,95,152,79,11,93,26,3,13,34,51,74,127,155,167,53,31,35,26,92,147,61,28,20,50,229,84,53,88
Staphylococcus pettenkoferi,NA,83,135,106,114,158,75,168,197,206,91,24,44,11,5,20,9,19,175,241,154,170,17,36,23,10,115,126,68,24,30,58,276,98,48,110
Staphylococcus simulans,NA,78,156,140,116,145,115,180,125,259,103,20,66,18,9,16,14,71,110,278,182,158,44,35,38,31,117,308,100,29,23,119,215,146,45,119
Staphylococcus saprophyticus,NA,77,62,60,20,17,16,100,17,147,55,6,51,11,5,16,5,50,8,139,79,62,6,6,15,15,38,285,5,32,23,52,25,83,17,41
Staphylococcus hominis,NA,75,86,74,205,251,162,235,234,350,81,18,169,58,12,33,120,216,196,390,96,74,84,65,139,103,71,353,299,109,68,124,500,211,97,196
Staphylococcus auricularis,NA,62,72,65,16,32,162,31,16,66,57,11,62,36,8,12,6,18,22,52,108,65,40,10,14,10,65,141,3,29,12,50,11,81,29,51
Staphylococcus pseudintermedius,NA,34,62,47,35,40,33,88,19,254,36,17,26,6,6,91,225,216,38,158,28,31,12,16,167,176,23,476,51,20,24,53,26,92,35,73
Staphylococcus delphini,NA,20,26,19,83,139,1,70,127,131,43,2,6,3,NA,2,7,7,89,131,77,75,13,18,6,3,51,13,58,4,12,36,124,36,24,52
Staphylococcus lugdunensis,NA,49,70,59,14,11,17,22,9,44,49,7,60,5,18,5,7,18,8,31,142,84,7,9,8,5,115,82,23,9,9,15,16,32,10,15
Staphylococcus muscae,NA,48,77,49,35,32,61,39,20,129,78,9,29,11,3,19,43,111,36,100,171,180,21,8,51,53,89,231,52,23,20,29,80,74,19,64
Staphylococcus chromogenes,NA,47,89,84,74,49,151,152,123,197,31,10,24,3,6,12,14,46,83,166,140,84,17,16,33,24,39,227,38,10,33,85,103,89,27,88
Staphylococcus agnetis,NA,45,82,65,20,18,4,58,8,149,22,7,8,4,1,7,37,73,7,109,80,61,11,3,39,32,14,253,46,9,11,45,10,60,9,45
Staphylococcus xylosus,NA,41,66,64,16,15,3,21,12,39,51,7,7,4,4,9,24,25,5,51,94,89,5,3,15,20,75,79,27,14,9,11,7,41,27,43
Staphylococcus warneri,NA,40,59,40,57,99,59,64,86,72,60,7,27,15,NA,6,8,10,76,95,91,70,23,20,16,6,49,13,26,15,10,27,143,43,22,48
Staphylococcus lloydii,NA,38,53,46,13,15,2,61,4,111,9,2,24,NA,3,4,7,46,2,114,29,11,NA,1,10,12,5,219,5,9,5,43,8,45,2,36
Staphylococcus schleiferi,NA,35,51,33,18,8,4,35,9,97,17,1,2,1,NA,5,5,43,4,78,34,16,NA,2,7,15,11,200,4,3,6,28,13,34,4,35
Staphylococcus pasteuri,NA,34,55,34,37,25,126,47,9,85,84,8,48,28,1,13,9,29,20,77,106,84,24,13,19,12,46,137,32,24,15,30,41,81,70,57
Staphylococcus capitis,NA,33,51,55,74,73,143,188,45,301,50,11,31,50,3,29,137,269,37,316,57,47,63,31,159,115,36,561,251,53,65,105,97,174,88,99
Staphylococcus succinus,NA,32,63,50,38,67,145,65,37,99,40,5,40,19,4,8,16,26,53,90,60,38,47,9,14,10,36,66,31,23,18,41,83,67,28,33
Staphylococcus nepalensis,NA,30,37,35,56,45,59,69,109,88,20,14,62,4,8,19,17,45,57,83,34,13,12,12,29,16,13,117,48,12,32,47,83,39,20,50
Staphylococcus felis,NA,28,42,32,96,135,12,98,109,162,28,7,16,4,7,16,61,90,114,182,73,94,21,29,68,39,44,168,131,29,53,110,205,131,69,191
Staphylococcus arlettae,NA,28,40,24,50,43,229,96,52,111,49,47,49,56,13,43,23,54,84,111,36,15,71,41,48,25,35,206,12,58,25,74,43,97,34,102
Staphylococcus debuckii,NA,27,47,36,6,20,6,52,7,101,32,14,6,2,1,2,NA,30,6,97,66,69,NA,2,19,18,27,217,7,4,4,42,3,48,6,47
Staphylococcus equorum,NA,27,47,35,55,65,NA,45,59,56,14,1,1,2,4,4,13,22,54,86,30,32,9,14,25,15,19,15,29,4,11,12,120,24,29,40
Staphylococcus saccharolyticus,NA,25,30,44,39,61,193,85,24,205,78,15,72,53,7,46,141,161,50,170,78,58,43,26,110,114,57,378,54,45,26,87,23,126,42,88
Staphylococcus carnosus,NA,24,75,46,12,10,5,27,NA,51,28,7,14,NA,3,6,2,23,3,51,92,73,1,7,12,7,33,108,11,5,4,17,8,28,7,24
Staphylococcus hyicus,NA,21,30,30,53,33,13,123,11,218,23,3,21,5,2,8,3,66,13,208,40,39,9,6,34,25,49,440,16,15,26,81,25,117,22,95
Staphylococcus caprae,NA,19,46,28,51,67,58,86,62,154,29,NA,65,18,1,8,10,30,48,145,83,72,16,13,16,8,55,135,48,21,12,66,133,69,33,63
Staphylococcus condimenti,NA,19,22,25,64,103,11,71,85,116,35,12,23,5,2,26,28,26,73,123,40,29,13,18,28,16,14,62,42,12,22,28,158,35,28,51
Staphylococcus schweitzeri,NA,17,15,12,63,45,157,45,70,76,10,2,4,NA,2,6,8,17,25,66,10,9,9,5,13,10,6,82,19,4,13,28,28,22,16,60
Staphylococcus cohnii,NA,12,34,16,66,68,2,46,50,85,51,5,10,2,5,105,85,24,40,127,73,17,46,37,23,10,56,87,312,33,7,32,107,330,18,70
Staphylococcus lutrae,NA,12,18,16,17,24,1,55,11,135,23,1,46,5,1,4,6,43,23,96,36,36,3,4,23,16,17,221,11,6,16,50,51,50,12,69
Staphylococcus kloosii,NA,8,24,35,42,57,2,45,84,72,18,1,11,5,1,6,3,18,17,72,39,45,3,6,9,10,21,59,23,5,12,25,17,46,12,31
Staphylococcus argenteus,NA,7,12,13,9,3,5,32,1,67,14,10,4,1,1,12,24,43,6,61,32,25,1,2,19,19,7,108,9,NA,7,18,1,28,6,16
Staphylococcus pseudoxylosus,NA,6,10,11,17,9,5,29,9,59,17,11,13,3,2,4,55,63,1,75,35,37,9,9,63,42,50,168,84,15,20,18,16,46,21,17
Macrococcus canis,NA,89,180,150,122,138,203,161,158,226,134,14,100,43,11,27,21,49,127,228,329,251,53,18,35,26,158,270,65,30,25,122,196,125,53,112
Macrococcus caseolyticus,NA,51,79,84,31,15,241,58,30,174,86,13,79,105,27,107,111,159,53,134,144,77,91,129,122,133,74,301,22,41,22,55,29,112,39,50
Macrococcus bohemicus,NA,1,NA,NA,12,9,NA,19,8,36,NA,NA,NA,2,NA,2,14,44,NA,31,NA,NA,7,4,23,15,NA,97,71,10,8,15,8,30,10,14
Macrococcus sp. IME1552,NA,1,2,1,11,6,48,19,66,1,6,3,13,2,4,9,3,6,27,10,9,5,1,1,1,NA,5,4,13,6,9,26,12,7,7,12
Mammaliicoccus sciuri,NA,122,194,147,210,240,13,295,254,393,123,26,147,12,47,38,102,202,262,438,267,194,44,75,151,96,288,375,260,55,92,169,501,204,115,213
Mammaliicoccus stepanovicii,NA,41,94,65,83,92,36,120,86,162,29,4,28,13,3,6,23,73,72,160,79,54,22,18,48,36,38,206,85,28,16,72,150,95,33,79
Mammaliicoccus lentus,NA,37,70,50,26,19,73,66,38,75,37,6,25,6,8,14,19,85,35,92,82,107,7,15,40,27,38,197,45,8,21,48,13,66,19,39
Mammaliicoccus vitulinus,NA,28,48,53,19,15,12,20,14,43,31,3,33,1,5,2,7,9,20,30,83,71,3,6,7,7,34,78,12,11,5,16,31,29,19,34
Mammaliicoccus fleurettii,NA,14,24,19,4,1,NA,2,6,NA,23,3,9,1,3,6,2,2,3,5,50,15,NA,9,5,3,22,3,5,3,4,4,6,3,9,22
[Micrococcus] candicans,NA,38,51,45,49,36,64,243,50,361,34,8,39,5,6,25,43,165,27,336,40,25,2,6,70,65,17,614,19,34,49,111,37,168,30,123
Jeotgalicoccus saudimassiliensis,NA,28,40,25,119,125,162,142,96,247,44,8,41,27,9,15,55,165,112,263,59,53,41,28,74,86,46,469,143,34,31,108,189,150,62,167
Abyssicoccus albus,NA,25,54,37,10,11,16,39,8,92,36,4,16,2,4,4,12,54,7,63,64,55,3,4,9,7,50,171,23,6,9,35,12,53,41,22
Salinicoccus halodurans,NA,9,6,8,73,53,3,114,54,154,25,17,29,24,26,14,2,43,131,135,24,32,14,29,33,10,47,237,24,20,4,76,132,76,10,158
Paenibacillus sp. FSL H7-0737,NA,31,60,43,7,9,NA,8,8,3,23,5,8,2,7,12,3,2,9,3,67,49,3,6,NA,1,20,9,1,2,2,6,9,13,9,15
Paenibacillus sp. TB2019,NA,25,30,44,15,4,1,47,26,10,23,17,21,24,8,21,9,5,24,12,7,16,17,18,6,4,19,21,3,27,24,19,33,34,9,38
Paenibacillus sp. BIHB4019,NA,22,18,24,30,31,NA,47,54,91,5,1,2,3,2,7,1,35,60,82,19,3,NA,NA,16,5,8,171,22,29,3,53,62,41,16,125
Paenibacillus sp. JZ16,NA,21,29,39,19,11,1,35,24,15,25,3,23,5,4,5,3,4,33,10,26,29,NA,1,3,3,10,24,1,13,10,17,37,30,8,35
Paenibacillus sp. FSL R7-0331,NA,21,37,36,22,30,84,40,14,34,19,5,43,29,12,12,3,13,24,35,11,5,21,16,11,2,30,51,45,23,14,26,16,33,11,51
